path	size	sha256
figures/source/scored_gsm8k/ctrlC_s1__under__qwen2.5-14b.jsonl	34312	cfc919f1d97c79f97b825f0d8c56089a0f6e983cee09dc475d5607a7b10746dd
figures/source/scored_gsm8k/ctrlC_s1__under__qwen2.5-7b.jsonl	34142	d3aab9f9bee5a0195b00c66c0d8e15c5c6257b141ef28be0b9095115c82a9302
figures/source/scored_gsm8k/ctrlC_s1__under__r1-distill-llama-8b.jsonl	35872	5e04711896ac713f9cd82f5fb3ef913310b5c9dd77e3c420fffe16e0835409c3
figures/source/scored_gsm8k/ctrlC_s1__under__r1-distill-qwen-32b.jsonl	35882	2a74fe40d2e8398cb74a777d37bd98aee1779d8678cb23ab939023bc597f5ae9
figures/source/scored_gsm8k/ctrlC_s2__under__qwen2.5-14b.jsonl	34320	641833c684dd508c101250c00f9081878173f74ce4e46ee10ebce07637e10a57
figures/source/scored_gsm8k/ctrlC_s2__under__qwen2.5-7b.jsonl	34125	e870f2337803d8b94e841c35e530e2ae85a757db80ce6b62d1b737e3738f6e7c
figures/source/scored_gsm8k/ctrlC_s2__under__r1-distill-llama-8b.jsonl	35861	d8df31b0f0bc6bdd24fc43089a882ee3c1a6bf6f478c5e9644ff94f088e8f6f0
figures/source/scored_gsm8k/ctrlC_s2__under__r1-distill-qwen-32b.jsonl	35881	8a771c18632f5414344b1245a1624e6a48e56a1d310bee20962c838938750cfb
figures/source/scored_gsm8k/ctrlInst__under__qwen2.5-1.5b.jsonl	34873	2f8a7bf0705225f1deec98fb9cef2869b5f3603c78c8670a335f340ec4fe62e4
figures/source/scored_gsm8k/ctrlInst__under__qwen2.5-14b.jsonl	34707	882a1da07bb8b49bd59b8a0ba8f25f8be842a5cf58e4624d0b25ca5e4b804e51
figures/source/scored_gsm8k/ctrlInst__under__qwen2.5-3b.jsonl	34475	03d3c2fcb49aeb3ae415a3f4aef75d0d0879e758730414a53d7b4e6781ba6674
figures/source/scored_gsm8k/ctrlInst__under__qwen2.5-7b.jsonl	34514	6bb6c9af6ffb7258d3549430f6335bf1030e4eea4ba3ddd1fa548001ba3c8364
figures/source/scored_gsm8k/ctrlInst__under__r1-distill-llama-8b.jsonl	36207	4400785c80311bccb91df708a7fe9d7a1cdfb16901a3b2bfb4762d8bb9e673e5
figures/source/scored_gsm8k/ctrlInst__under__r1-distill-qwen-32b.jsonl	36204	57551c6b7d6637984830371ec4df0b96355733860642e7aad7eb48cf6f6380b1
figures/source/scored_gsm8k/ctrlInst_s1__under__qwen2.5-14b.jsonl	35291	503b0b1b9ec1e733e9e1a5166416de57648bd2206192557090f6d728eef96e7e
figures/source/scored_gsm8k/ctrlInst_s1__under__qwen2.5-7b.jsonl	35142	1124e61d97f9d0b2d5762f96792b483128f5c7e25048daf8a59f7b86d8ee30d5
figures/source/scored_gsm8k/ctrlInst_s1__under__r1-distill-llama-8b.jsonl	36812	8892002e35a042113b1ccfb5d6926fc27f39585cc242fbf420673928d75ff2ff
figures/source/scored_gsm8k/ctrlInst_s1__under__r1-distill-qwen-32b.jsonl	36819	f2d50f3ce67ec9a50c51b4c7bd1a4b5d129feb46f761d28ed3c22a9e538f6ddb
figures/source/scored_gsm8k/ctrlInst_s2__under__qwen2.5-14b.jsonl	35304	1c29d6c885b9390856da5c9ba6fb67f6bb488f7562a61fb2c05dcc88b423c583
figures/source/scored_gsm8k/ctrlInst_s2__under__qwen2.5-7b.jsonl	35137	71df234dbafb716540e08a15bd6341824847462b83422340adfffc739cfbed06
figures/source/scored_gsm8k/ctrlInst_s2__under__r1-distill-llama-8b.jsonl	36814	8eb4d8df0c1741ad49beff57e4e9b86f67e5af1956550a91c8d454d46c80cd71
figures/source/scored_gsm8k/ctrlInst_s2__under__r1-distill-qwen-32b.jsonl	36806	92c033c1ff6fc707933a44579ea8471740614a3245de2a7a8075c72b95d4998f
figures/source/scored_gsm8k/ctrlLlama__under__qwen2.5-1.5b.jsonl	34724	0274c8e52866624e5e02a3f13140896573dbff8a79ffc7ac56c99b6589e460d5
figures/source/scored_gsm8k/ctrlLlama__under__qwen2.5-14b.jsonl	34507	c69b0015dcde54400647cede4a26d5014a531d8264afb6b72c5819bdc4befab6
figures/source/scored_gsm8k/ctrlLlama__under__qwen2.5-3b.jsonl	34310	7203cacfcd89b2b5f6c9ec0927646083d4e9657dd6b2eb8796619ccc7dc163a5
figures/source/scored_gsm8k/ctrlLlama__under__qwen2.5-7b.jsonl	34309	5f69c7120857bff74be88a86e9fc7e3a008b555b03fd68dee49f5d63cf31fc41
figures/source/scored_gsm8k/ctrlLlama__under__r1-distill-llama-8b.jsonl	36013	422315e46cb42dd037215f65978aab14e3bd37b9dec5ec2f6b81ef8efe5e7859
figures/source/scored_gsm8k/ctrlLlama__under__r1-distill-qwen-32b.jsonl	36069	e7b5f5d341c1962d12974e3f69c185a2bb81fb5670addb84ccdc4f1a49fca7c0
figures/source/scored_gsm8k/ctrlLlama_s1__under__qwen2.5-14b.jsonl	35050	98a9ac50cbba1bcd18a69ded19fefae0e3608dacc57d85b587a2c402fdbf623e
figures/source/scored_gsm8k/ctrlLlama_s1__under__qwen2.5-7b.jsonl	34844	35f9d8baee14ae000850acc9b200778ade505f70e7f93d92eafedb9f22ac8e18
figures/source/scored_gsm8k/ctrlLlama_s1__under__r1-distill-llama-8b.jsonl	36419	c594a6d4bd01b516342e7c4730c61200add6f93c01b03e855adf3fa07ca7b2d1
figures/source/scored_gsm8k/ctrlLlama_s1__under__r1-distill-qwen-32b.jsonl	36469	0bb8fb9d093a3a2564eb4c26bb92720e41cb49e5e8b4ddb00f613e4f7e2b8d1c
figures/source/scored_gsm8k/ctrlLlama_s2__under__qwen2.5-14b.jsonl	35051	f66f0d190fae613a5511f06a94e1aafa66f8d10803ae0460815ec4304c428125
figures/source/scored_gsm8k/ctrlLlama_s2__under__qwen2.5-7b.jsonl	34844	6cf13c3cb677b680fc56b24bca292fe27ad9c70b1cb17bd39718bde303f92ba2
figures/source/scored_gsm8k/ctrlLlama_s2__under__r1-distill-llama-8b.jsonl	36612	089d06ff94dd5e9b4854aa1b9a3dd910755f08263b9124fc9ee82186f19e21b2
figures/source/scored_gsm8k/ctrlLlama_s2__under__r1-distill-qwen-32b.jsonl	36650	0b2ba7ad2462e7af5256ace97fc1dd87ea735ed14581d613d59d69611d7d8fef
figures/source/scored_gsm8k/suspect__under__qwen2.5-1.5b.jsonl	33659	05468b2f221d7578a62e0f5245021f73f2aed23639bcbda21304c5b3e3184813
figures/source/scored_gsm8k/suspect__under__qwen2.5-14b.jsonl	33470	c09af846fb782844dfc06f911ce78fe379c053628f6eda6d1af3747674a5eee7
figures/source/scored_gsm8k/suspect__under__qwen2.5-3b.jsonl	33283	20d9ab96eefa6299889d94cbe180cbaed29943fce4e28b8b57d33438a4eb2b33
figures/source/scored_gsm8k/suspect__under__qwen2.5-7b.jsonl	33249	28b0b44c6e6813fd28d6dab545780f108f16d04687b9cda1bd7cff9d0c6aa5e8
figures/source/scored_gsm8k/suspect__under__r1-distill-llama-8b.jsonl	34998	4b35c2ae73f4fdba67f0aa8dd0fe9986527c1332d6e97cd392d22e60507f177d
figures/source/scored_gsm8k/suspect__under__r1-distill-qwen-32b.jsonl	35023	412eab6bab134c00de3b48068f087e2a44214cf97fdef982f5cc5d2edb9807f9
figures/source/scored_gsm8k/suspect_s1__under__qwen2.5-14b.jsonl	34032	076554b453031aea67e043e42d2c1f2edfa5f6688234069424a38daf48e80ebd
figures/source/scored_gsm8k/suspect_s1__under__qwen2.5-7b.jsonl	33814	a0da866a2ee8cf6293104ccaa03b012858771426dd2ea055c816286b1db9fb91
figures/source/scored_gsm8k/suspect_s1__under__r1-distill-llama-8b.jsonl	35579	eaa4625371f2474e7a9153a2a7deed08dbae1c262ad326a4360c4404c7efd474
figures/source/scored_gsm8k/suspect_s1__under__r1-distill-qwen-32b.jsonl	35616	47b8961e26790b5776025d20aa3fac293b7feeafb17beb1c330fabfc8f437a6b
figures/source/scored_gsm8k/suspect_s2__under__qwen2.5-14b.jsonl	34058	96e4f77222460a6f6d00778c9ce0c116b8faad184920b793682ba915e9c8a1e5
figures/source/scored_gsm8k/suspect_s2__under__qwen2.5-7b.jsonl	33846	da4e9c2ea5f2a46b17a32b79b960426c07df51f5b25e39642c30d2260f6a3ed7
figures/source/scored_gsm8k/suspect_s2__under__r1-distill-llama-8b.jsonl	35563	e464afacdafb5df7fa04d00220669d2fdc875ddc32f8105f7fb387ec314e0e39
figures/source/scored_gsm8k/suspect_s2__under__r1-distill-qwen-32b.jsonl	35618	b950f0db8d3293d08b7cddca76140c4d0117b701a1d7562d86890ca3c721d77a
figures/source/scored_math/ctrlA__under__qwen2.5-14b.jsonl	34937	b523139611998d95c8feb81c123290a0db6eaa78425aad154df38e92c02351aa
figures/source/scored_math/ctrlA__under__qwen2.5-7b.jsonl	34812	21d53bc55caabc53c16126b5790cb78aa50694b71d9e9976ad422e8a624040b6
figures/source/scored_math/ctrlA__under__r1-distill-llama-8b.jsonl	36483	599083854ac44c1cf81939fa62ebc43e31d32f1ed6f39a9db262bebb879bc7ff
figures/source/scored_math/ctrlA__under__r1-distill-qwen-32b.jsonl	36476	d9f5778fdac460419c8e7696a70751422d1a9490a236f4712ac0b12f52fb820b
figures/source/scored_math/ctrlC__under__qwen2.5-14b.jsonl	34413	141b627a8279be6fb736c767ea2b4a658790849df062bb1da902827c04e99536
figures/source/scored_math/ctrlC__under__qwen2.5-7b.jsonl	34252	c7027166d956eeffe04a8e7a0061ea4b924af0298568381d4cdee6b374506600
figures/source/scored_math/ctrlC__under__r1-distill-llama-8b.jsonl	36037	305e9081f74eabd9dffe0cf7cf38fb2192d6836644090285658a1238c0deff9e
figures/source/scored_math/ctrlC__under__r1-distill-qwen-32b.jsonl	36045	d5d89fc3ead4589957c9fed51cb72d4de21734d8cfb326d288ae998f265e4962
figures/source/scored_math/ctrlInst__under__qwen2.5-14b.jsonl	35504	daa3036d7e0ab1ca9bef3877c8d41419d365338329e90cc4e7766ad109e35af4
figures/source/scored_math/ctrlInst__under__qwen2.5-7b.jsonl	35370	60a7d5970c37c4039941413d970637f05fdf26729eb8e67692ba6f8248e4d75c
figures/source/scored_math/ctrlInst__under__r1-distill-llama-8b.jsonl	37070	e9d97873f508bd3f2cb354073d42372675602ff79663a29b48e2f78bdd440e05
figures/source/scored_math/ctrlInst__under__r1-distill-qwen-32b.jsonl	37095	58728c7aa7bf4f2f1e2189e9b3a7758c5bbdbeea0c5937e71f2ba1e3defe58f7
figures/source/scored_math/ctrlLlama__under__qwen2.5-14b.jsonl	35360	ac8d27d041ab696d2928eeb6f6330d410a440fd03825f25e69f2ec4e08ae4736
figures/source/scored_math/ctrlLlama__under__qwen2.5-7b.jsonl	35156	60f788de94b73f9a658103e87c73bef68427eefcf6c135545d031640300e7692
figures/source/scored_math/ctrlLlama__under__r1-distill-llama-8b.jsonl	36911	e61eb82ea2e191de8c3d804e5d5376b4c169a6d2e4389c726057b5f973872166
figures/source/scored_math/ctrlLlama__under__r1-distill-qwen-32b.jsonl	36943	a5387bf27c4f85c9e598aaf2bb2ed2179d3dc38d1e8f7fa941c58895e5004807
figures/source/scored_math/suspect__under__qwen2.5-14b.jsonl	34377	37536027802d4e817ee213cb6ccf8ccccd3c829c000e9f27ecd9eda28d8f23c4
figures/source/scored_math/suspect__under__qwen2.5-7b.jsonl	34151	8c1dd8e00b07b6cbaf071bd20394b9fdb3831311840580c5287ed579c71f203e
figures/source/scored_math/suspect__under__r1-distill-llama-8b.jsonl	35558	8c15eb0f8e62faa1773599c15aef0b23494268c1b8cc9bebfb17f88df513872b
figures/source/scored_math/suspect__under__r1-distill-qwen-32b.jsonl	35581	3fd247bec582c76b6b298e7200d517acc686fd30ccf157ea84ab248a917dd1ed
figures/source/w08_calibration_tasks_ablation.csv	133	a760c9951f4c3570038619efa464d1696d6bbadf6b50a20982c804472e67e7e7
figures/source/w08_cross_dataset_generalizability.csv	128	f8142512a82908ccb4b6090dc5d136c2c25f9fa2a92f1f8309c075caf847259c
figures/source/w08_epoch_sensitivity.csv	110	487e27c8078beb7851f22beb0923a59595c526e1055bca89833ed467ddf88d2a
figures/source/w08_hyperparameter_robustness.csv	274	77279879e639e04795aec43c9df2f72a03b882eb500c40b33da79604dab8ebc2
figures/source/w08_mtcr_attribution.csv	163	c0aa2cf9c69362ce46b4e6766c01f981894511d8bf5a4c17a32196e24bee570b
figures/source/w08_reasoning_step_depth.csv	89	022119c0b08df906a81fddf4d3ddceced73ca8ab691522c9d1ddd5da20d2bb12
figures/source/w08_shared_ancestor_detection.csv	165	0f7cb3904f13574ea692a729f718fde149f287ab8cb61aa7d050799cb54f0d4e
figures/source/w08_tifs_adaptive_attack_summary.csv	43802	6025cdfd96a9e29f148fe87e7f4c6ab76548e736f954efa7c93a45ddadd1deb1
figures/source/w08_tifs_baseline_head_to_head.csv	19759	8e1f7ed7813bd7b5013900340ae0be452da493d574c2708c587ca486dd2598d8
figures/source/w08_tifs_cross_base_task_matrix.csv	4529	69ccd4a18e0b18ca11d49fa3b9a00bb573b12d939921e0dee04d94f01fc0005a
figures/source/w08_tifs_mtcr_task_profile_summary.csv	3576	899b852446ed1b0a340b64282d5c1e1fa22101447fb65c4d1e701d916ee045fc
figures/source/w08_tifs_open_set_abstention_summary.csv	10026	b3e686de6289a47de063a05c965a8ddbcb361bd64693414739d5a530e6787450
figures/source/w08_tifs_review_archive_descriptive_manifest.csv	1288	570f1aae65acde1ad3f21b012add8d5e665c43a0a00fd64c97ab04b7daefb2b0
figures/source/w08_tifs_student_level_ci.csv	11284	79b5d52a39ddb128e4ee41048a2bda3808ccb755361f5ba9711961a8fcd91912
figures/source/w08_trace_size_sensitivity.csv	127	f624b09279280f077f5063ae6203edf498fa434ea0c22de68e75dd8cec0b7696
figures/source_derived/figure1_claim_ladder.csv	284	e58b9fbed668cb4d8ca368ac17a3ca56c0939719f28aeb5029f86841d90ef7f6
figures/source_derived/figure1_evidence_chain_edges.csv	155	9f5faed0906ce6e9694519792e93f04dcc8c5991011259c04b35d2b655beb2f5
figures/source_derived/figure1_evidence_chain_nodes.csv	483	481f520197479eb4fb7bf89b58d3770e360836d04f58ed19edc6c8988b168374
figures/source_derived/figure1_headline_operating_points.csv	336	cb25d8a23b7f08a9cf97a4a7194ed3b6aa2ba6ee9d2288b27eae1de8daa9c704
figures/source_derived/figure1_null_threshold.csv	39	affd0531d752324829306552079a3ea13e0fc0cf31881b037b7c3ee5c31af0e7
figures/source_derived/figure1_null_threshold_trace_scores.csv	248970	ebd523ccccb684cffefa664ce3afe737a952edb44132200ca79947ae4f6b04f2
figures/source_derived/figure1_refined_claim_boundary.csv	393	114905531467449dc3bccca8c8a4b50c2917f89c28c8156ca359392690e5ce80
figures/source_derived/figure1_refined_protocol_nodes.csv	519	3705ae5741e620f5939bda472dd5d9ebc2e5f01f9e89fdd60c6402f24b108319
figures/source_derived/figure2_auroc_summary.csv	394	3898b3a1bd382ba1304982dc027ec89b593b60ce23cf5f2c019a26e681e3ddcd
figures/source_derived/figure2_core_metrics.csv	497	08eb346d3a30b41d4342e6992aa6a87644ae2f035c98ac26b3bfc4b8c9ab9001
figures/source_derived/figure2_decision_boundary.csv	266169	f55e7a02a4483dc9f810765713468feb306bf4ac3ce60631db73a50eb60ff448
figures/source_derived/figure2_fpr_collapse.csv	294	363a42bbad32b298abe1cf0a1fb596285122e0bcd7c54d066a4726417095d328
figures/source_derived/figure2_gain_landscape.csv	700	64409c77179051031e91d9ad669325631abb00316c2727c3b6b195fcc5a1ac90
figures/source_derived/figure2_matched_heatmap.csv	990	513e37490ad53e1fd3f5789a19ebc95be25201c1daa71c2be6812f6bbd12833e
figures/source_derived/figure2_math_stress_slope.csv	486	02be68f17d5e054ae5f00647f1e683e0e0ce02f2949587670bf7a6b7a45b4030
figures/source_derived/figure2_refined_gsm8k_dashboard.csv	965	616bcbbf5fe91b751f60d4b7dab33834ee2bdd3c7748700d077af360834188e8
figures/source_derived/figure2_refined_task_heatmap.csv	1124	0add0486d6959702b59499161577559ed3aafd12f0c0074f1264603a309ce305
figures/source_derived/figure2_roc_points.csv	782140	8ab49b19684c85d96f62db31a8f036c48cb5f00c3b1a5406492e819ebb0b9510
figures/source_derived/figure2_student_level_scores.csv	1054	409731d8579fb03636dd06628e12a15964796eff8be5d1ad08713f3c07982008
figures/source_derived/figure2_task_replication_metrics.csv	862	807c173a15bc75a224389ff29781de2a34d13fd61ee297d42e0548c93eb35922
figures/source_derived/figure2_trace_density_ridges.csv	85387	41ce38eb9dfb2f3fb77a0ec4d2cbda60d4328ea51263654fda1bd20b7a2f104a
figures/source_derived/figure2_trace_distribution_summary.csv	671	80e300122d679551845289b61b15f0dd05d8e1dfa4a1b80822ae84f045719972
figures/source_derived/figure2_trace_level_distribution.csv	202155	f605deaae57c00fb8f4915175682ff2c030d3133bacd518f55107ef95cfde8fc
figures/source_derived/figure3_calibration_gain.csv	599	1c31a361886420f4a125bbc7847eba3d7b57a35457559d77cfa96a5a35bc8f59
figures/source_derived/figure3_calibration_gain_ribbon.csv	579	3f9af8abd631bd4a79eff8c92941dfe15f38493ad87a57ff5571fede00e1e756
figures/source_derived/figure3_calibration_tasks.csv	132	c8899f9b63b91b5dc889af4655bcf2c947a155d9c031a7eb5c6a6bc9b3ec2b41
figures/source_derived/figure3_epoch_fpr.csv	47	8495fa8e00074f7d709b316cc8c5e53e88d61fdb0382634e0f274c2aa6c2fbb2
figures/source_derived/figure3_epoch_sensitivity.csv	106	cc3504b96f2a071c1e1cf0b5c225b3aa4fd31d82004449e5c8a2677560a02837
figures/source_derived/figure3_mtcr_attribution.csv	163	c0aa2cf9c69362ce46b4e6766c01f981894511d8bf5a4c17a32196e24bee570b
figures/source_derived/figure3_mtcr_attribution_flow.csv	271	e636153f62fdd72c577d437b02fb0044e86b563b75d62dd0256e0dc62cd55613
figures/source_derived/figure3_shared_ancestor.csv	165	0f7cb3904f13574ea692a729f718fde149f287ab8cb61aa7d050799cb54f0d4e
figures/source_derived/figure3_tifs_attr_flow.csv	251	29b5ecd5d09e95984c7304588ba925791b57b502c50646fc85528580e75de90b
figures/source_derived/figure3_tifs_calibration_profile.csv	675	79152a342d60ea90407115c30db1d9720fd53093596e59fb9d38b99e7fe7d1ce
figures/source_derived/figure3_tifs_epoch_profile.csv	150	06cd869943e76c9c8b4256d60e84f94734539f90a43167448563353fc4944a14
figures/source_derived/figure3_tifs_residual_error.csv	190	0b5519c3ace1dff94b815c9184c70384137b4f1abc6d0cd13ec89caa276b7350
figures/source_derived/figure3_tifs_shared_ancestor_lollipop.csv	388	fc94fd4ef4599ffeffae69b8c8351eb9823905d91aa0704a3dde70fd523d7795
figures/source_derived/figure4_cross_dataset.csv	128	f8142512a82908ccb4b6090dc5d136c2c25f9fa2a92f1f8309c075caf847259c
figures/source_derived/figure4_hyperparameters.csv	272	be8804b8c67ca2e6adee125a909010a230e9589dba6ce98366e8ecc775ea0885
